DMU;ID ;year;Bank;Bank code;Listed;Type;Islamic;ES;ES2;Cost2Inc;DepSTFund;Equity;Eq2Assets;FixAssets;GLoans;NPL2GL;LoanLP;Loans;NetFeeCom;NetIntRev;Branches;Employees;OthOpExp;OthOpInc;Overhead;PerExp;ROAA;ROAE;Assets;LnAssets;BusinessVol;EarnAssets;Funding;IntExp;NonIntExp;NonIntOpInc;OthEarnAssets;ExRate;Unit;GDPG;GDPC ;LnGDPC;GDPGC;PCDGDP;ICP;IGDPD;ETU;PAU;TRU;EXU;CSU;LDU;PCU;FSU;SQU;SCU;ETW;PAW;TRW;EXW;CSW;LDW;PCW;FSW;SQW;SCW;DomPrivOwnAssets;ForOwnAssets;GovOwnAssets;DomPrivOwnLoans;ForOwnLoans;GovOwnLoans;DomPrivOwnDeposits;ForOwnDeposits;GovOwnDeposits;BankCon;BankZsc;avelf;lat_abst;Legor;legor_uk;legor_fr;EFI;PP;CI;EconFree;PR;FC;FisF;GS;BF;LF;MF;TF;IF;FinF;LoanLossRatio;IndepYear;Indep;Religion;W-House;W-Senate
Banque Franco-Tunisienne/2005;38;2005;Banque Franco-Tunisienne;251;0;CB;0;0,541;0,533;0,622;2397,734;453,048;0,148;100,044;1852,581;;31,832;1852,581;41,235;70,061;;;43,47;92,644;101,123;57,652;0,009;0,06;3072,374;8,03;3986,2;2830,28;2545,025;77,538;101,123;92,644;1,387;1,3;1;0,04;3218,96;8,077;0,03;0,562;0,02;0,037;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,31;0,26;0,43;0,3;0,25;0,45;0,31;0,29;0,4;0,431;0,807;0,07;0,38;French;0;1;6,02;3;;55,4;50;49;70,9;76,8;70;62,7;84,7;30,2;30;30;0,017;1956;#REF!;1;0,23;0,13
Banque Franco-Tunisienne/2006;38;2006;Banque Franco-Tunisienne;251;0;CB;0;0,431;0,372;0,729;239,214;4,883;0,019;2,705;205,781;;2,029;205,781;3,306;4,207;;;1,202;3,832;5,86;4,658;0;0,016;255,668;5,544;445,6;239,364;239,965;9,091;5,86;3,832;33,583;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,431;0,101;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,01;1956;#REF!;1;0,23;0,13
Banque Franco-Tunisienne/2007;38;2007;Banque Franco-Tunisienne;251;0;CB;0;0,463;0,371;0,974;317,944;5,229;0,015;2,888;275,021;;;275,021;2,888;5,151;;;4,136;3,824;8,741;4,604;0,001;0,03;341,981;5,835;438,2;288,366;319,427;13,657;8,741;3,824;13,345;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,424;0,082;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;;1956;#REF!;1;0,23;0,15
Banque Franco-Tunisienne/2008;38;2008;Banque Franco-Tunisienne;251;0;CB;0;0,565;0,467;0,976;317,902;5,519;0,017;2,922;306,621;;;306,621;3,409;2,597;;;1,623;4,139;6,574;4,951;0;0,015;328,615;5,795;404,9;307,595;319,525;15,988;6,574;4,139;0,974;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,424;0,088;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;;1956;#REF!;1;0,23;0,15
Banque Franco-Tunisienne/2009;38;2009;Banque Franco-Tunisienne;251;0;CB;0;0,505;0,438;1,139;292,903;5,258;0,017;2,518;276,388;;;276,388;2,222;2,74;;;1,333;2,592;6,073;4,74;0;0,029;304,308;5,718;461;277,647;294,755;12,96;6,073;2,592;1,259;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,424;0,092;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;;1956;#REF!;1;0,28;0,15
Banque Franco-Tunisienne/2010;38;2010;Banque Franco-Tunisienne;251;0;CB;0;0,247;0,208;;332,681;-115,132;-0,518;2,166;132,737;;;132,737;1,258;-1,327;;;1,258;1,537;5,729;4,471;-0,471;2,18;222,37;5,404;372,6;133,715;334,288;12,226;5,729;1,537;0,978;1,43;1;0,03;4193,55;8,341;0,019;0,63;0,044;0,046;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,424;-5,117;0,07;0,38;French;0;1;6,22;3;;58,9;50;44;74,4;78,5;80,2;67,4;76,5;53,5;35;30;;1956;#REF!;1;0,28;0,15
Banque Internationale Arabe de Tunisie - BIAT/2005;38;2005;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,786;0,786;0,68;2362,202;432,932;0,129;43,856;2587,956;;37,536;2350,256;27,901;67,826;;;42,468;82,933;102,51;60,042;0,004;0,033;3369,036;8,122;6127,3;3121,471;2817,023;87,172;102,51;82,933;977,7;1,3;1;0,04;3218,96;8,077;0,03;0,562;0,02;0,037;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,31;0,26;0,43;0,3;0,25;0,45;0,31;0,29;0,4;0,424;44,167;0,07;0,38;French;0;1;6,02;3;;55,4;50;49;70,9;76,8;70;62,7;84,7;30,2;30;30;0,015;1956;#REF!;1;0,23;0,13
Banque Internationale Arabe de Tunisie - BIAT/2006;38;2006;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,551;0,539;0,534;2624,669;594,955;0,173;96,166;1954,509;;53,267;1954,509;51,689;83,845;;;39,894;108,037;102,402;62,508;0,01;0,061;3441,107;8,144;4580,2;3142,541;2760,279;83,92;102,402;108,037;1188,032;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,424;60,821;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,027;1956;#REF!;1;0,23;0,13
Banque Internationale Arabe de Tunisie - BIAT/2007;38;2007;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,536;0,535;0,534;3227,278;725,948;0,173;96,46;2198,838;;49,401;2198,838;35,509;144,768;;;39,489;69,77;114,566;75,077;0,01;0,059;4202,962;8,344;6517,9;3872,063;3363,072;88,89;114,566;69,77;1673,224;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,424;60,875;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;0,022;1956;#REF!;1;0,23;0,15
Banque Internationale Arabe de Tunisie - BIAT/2008;38;2008;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,504;0,503;0,504;3826,67;858,181;0,172;138,702;2469,765;;71,745;2469,765;38,145;125,878;;;59,977;168,812;148,603;88,626;0,011;0,063;4979,216;8,513;7409,5;4187,587;3955,389;101,449;148,603;168,812;1717,822;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,424;61,018;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;0,029;1956;#REF!;1;0,23;0,15
Banque Internationale Arabe de Tunisie - BIAT/2009;38;2009;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,547;0,546;0,574;3941,123;896,558;0,175;144,415;2633,464;;37,326;2633,464;36,881;112,347;;;59,025;142,712;146,341;87,316;0,013;0,076;5115,106;8,54;8371,2;4725,408;4048,879;85,686;146,341;142,712;2091,944;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,424;62,782;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;0,014;1956;#REF!;1;0,28;0,15
Banque Internationale Arabe de Tunisie - BIAT/2010;38;2010;Banque Internationale Arabe de Tunisie - BIAT;252;1;CB;0;0,613;0,6;0,531;3849,308;923,641;0,182;161,939;2779,237;;54,422;2779,237;68,674;120,931;;;48,973;134,903;135,881;86,908;0,01;0,053;5088,654;8,535;8775,8;4612,687;3956,127;80,76;135,881;134,903;1833,45;1,43;1;0,03;4193,55;8,341;0,019;0,63;0,044;0,046;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,424;63,584;0,07;0,38;French;0;1;6,22;3;;58,9;50;44;74,4;78,5;80,2;67,4;76,5;53,5;35;30;0,02;1956;#REF!;1;0,28;0,15
Banque Nationale Agricole/2005;38;2005;Banque Nationale Agricole;253;1;CB;0;0,463;0,42;0,466;94,803;57,421;0,303;2,312;96,652;;2,852;96,652;2,004;6,243;;;1,464;2,698;4,162;2,698;0,009;0,027;189,374;5,244;429,9;179,585;125,864;2,621;4,162;2,698;771,215;1,3;1;0,04;3218,96;8,077;0,03;0,562;0,02;0,037;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,31;0,26;0,43;0,3;0,25;0,45;0,31;0,29;0,4;0,424;147,482;0,07;0,38;French;0;1;6,02;3;;55,4;50;49;70,9;76,8;70;62,7;84,7;30,2;30;30;0,03;1956;#REF!;1;0,23;0,13
Banque Nationale Agricole/2006;38;2006;Banque Nationale Agricole;253;1;CB;0;0,792;0,792;0,62;2472,305;459,045;0,129;43,05;2845,176;;44,778;2459,984;30,878;81,366;;;46,28;92,335;107,737;61,456;0,005;0,038;3557,259;8,177;6806,2;3234,951;2947,202;95,19;107,737;92,335;774,967;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,424;63,186;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,016;1956;#REF!;1;0,23;0,13
Banque Nationale Agricole/2007;38;2007;Banque Nationale Agricole;253;1;CB;0;0,875;0,875;0,584;2972,939;530,609;0,128;39,802;3440,646;;58,844;2977,543;33,558;90,139;;;44,874;100,128;111,054;66,18;0,008;0,062;4154,654;8,332;6922,8;3844,904;3452,04;112,927;111,054;100,128;867,361;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,424;63,983;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;0,017;1956;#REF!;1;0,23;0,15
Banque Nationale Agricole/2008;38;2008;Banque Nationale Agricole;253;1;CB;0;0,94;0,94;0,542;3521,429;616,244;0,129;40,58;4171,192;;51,942;3625,801;38,875;111,107;;;56;123,525;127,177;71,177;0,009;0,073;4795,552;8,475;7238,4;4513,848;3992,236;137,241;127,177;123,525;888,047;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,424;65,03;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;0,012;1956;#REF!;1;0,23;0,15
Banque Nationale Agricole/2009;38;2009;Banque Nationale Agricole;253;1;CB;0;0,863;0,863;0,578;3209,124;660,458;0,148;41,251;3434,189;;46,805;3176,39;33,697;119,087;;;65,246;128,122;143,008;77,762;0,01;0,075;4461,165;8,403;7331,4;3938,531;3609,413;109,607;143,008;128,122;762,141;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,424;74,743;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;0,014;1956;#REF!;1;0,28;0,15
Banque Nationale Agricole/2010;38;2010;Banque Nationale Agricole;253;1;CB;0;1;1;0,533;3414,28;722,09;0,154;41,358;3870,896;;58,404;3594,732;33,534;124,703;;;48,554;106,539;123,306;74,752;0,011;0,07;4682,828;8,452;8393,1;4323,04;3775,255;96,409;123,306;106,539;728,308;1,43;1;0,03;4193,55;8,341;0,019;0,63;0,044;0,046;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,399;77,767;0,07;0,38;French;0;1;6,22;3;;58,9;50;44;74,4;78,5;80,2;67,4;76,5;53,5;35;30;0,015;1956;#REF!;1;0,28;0,15
Banque Tunisienne de Solidarité/2006;38;2006;Banque Tunisienne de Solidarité;254;0;CB;0;1;1;0,773;17,28;32,606;0,107;0,902;267,914;0,266;1,127;257,095;0,826;4,433;;;2,479;2,855;5,635;3,155;0,001;0,009;305,554;5,722;423,3;261,753;262,354;1,427;5,635;2,855;4,658;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,399;256,036;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,004;1956;#REF!;1;0,23;0,13
Banque Tunisienne de Solidarité/2007;38;2007;Banque Tunisienne de Solidarité;254;0;CB;0;0,847;0,847;0,918;12,175;34,104;0,099;6,321;310,764;0,26;0,156;299,682;1,015;6,165;;;2,888;1,405;6,946;4,058;0,001;0,007;343,62;5,84;465,1;306,628;294,141;1,405;6,946;1,405;6,946;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,399;237,38;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;0,001;1956;#REF!;1;0,23;0,15
Banque Tunisienne de Solidarité/2008;38;2008;Banque Tunisienne de Solidarité;254;0;CB;0;0,919;0,919;0,893;11,2;35,872;0,083;6,412;383,56;0,265;0,325;371,954;1,704;7,142;;;3,003;1,948;8,116;5,113;0,001;0,011;432,012;6,068;564,2;387,293;376,986;1,461;8,116;1,948;15,339;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,399;199,451;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;0,001;1956;#REF!;1;0,23;0,15
Banque Tunisienne de Solidarité/2009;38;2009;Banque Tunisienne de Solidarité;254;0;CB;0;0,911;0,908;0,897;7,628;33,475;0,083;5,48;398,511;0,21;0,222;387,551;1,926;7,184;;;2,888;2,148;8,369;5,48;0,002;0,022;405,991;6,006;572,3;391,18;352,891;1,777;8,369;2,148;3,629;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,399;200,21;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;0,001;1956;#REF!;1;0,28;0,15
Banque Tunisienne de Solidarité/2010;38;2010;Banque Tunisienne de Solidarité;254;0;CB;0;1;1;0,877;7,056;31,787;0,075;5,17;411,974;0,2;0,629;400,936;1,956;7,685;;;2,934;1,956;8,453;5,519;0,001;0,013;424,969;6,052;636,6;409,599;371,804;1,048;8,453;1,956;8,663;1,43;1;0,03;4193,55;8,341;0,019;0,63;0,044;0,046;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,399;180,011;0,07;0,38;French;0;1;6,22;3;;58,9;50;44;74,4;78,5;80,2;67,4;76,5;53,5;35;30;0,002;1956;#REF!;1;0,28;0,15
North Africa International Bank - NAIB/2005;38;2005;North Africa International Bank - NAIB;255;0;CB;0;0,792;0,792;0,684;2315,803;349,228;0,096;77,769;2636,128;;19,038;2636,128;38,769;60,35;;;34,298;80,621;96,421;62,123;0,008;0,078;3635,485;8,198;6453;3097,963;2909,282;107,751;96,421;80,621;49,945;1,3;1;0,04;3218,96;8,077;0,03;0,562;0,02;0,037;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,31;0,26;0,43;0,3;0,25;0,45;0,31;0,29;0,4;0,399;10,323;0,07;0,38;French;0;1;6,02;3;;55,4;50;49;70,9;76,8;70;62,7;84,7;30,2;30;30;0,007;1956;#REF!;1;0,23;0,13
North Africa International Bank - NAIB/2006;38;2006;North Africa International Bank - NAIB;255;0;CB;0;0,507;0,464;0,344;130,651;35,386;0,212;2,554;142,447;0,339;4,959;113,522;1,953;6,687;;;1,352;2,479;3,155;1,803;0,006;0,026;167,014;5,118;681,1;162,206;130,651;3,005;3,155;2,479;101,275;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,399;21,585;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,035;1956;#REF!;1;0,23;0,13
North Africa International Bank - NAIB/2007;38;2007;North Africa International Bank - NAIB;255;0;CB;0;0,375;0,312;0,306;174,58;35,977;0,17;3,434;134,701;;8,429;99,738;3,278;8,351;;;1,483;3,902;3,746;2,263;0;0,002;211,728;5,355;271,3;204,939;174,58;4,292;3,746;3,902;93,885;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,399;16,869;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;0,063;1956;#REF!;1;0,23;0,15
North Africa International Bank - NAIB/2008;38;2008;North Africa International Bank - NAIB;255;0;CB;0;0,529;0,434;0,233;219,618;40,255;0,154;3,896;200,464;;10,307;155,583;5,438;10,551;;;1,542;7,223;4,139;2,597;0,012;0,077;261,496;5,566;965,5;253,218;219,618;4,87;4,139;7,223;171,652;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,399;16,479;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;0,051;1956;#REF!;1;0,23;0,15
North Africa International Bank - NAIB/2009;38;2009;North Africa International Bank - NAIB;255;0;CB;0;0,709;0,584;0,26;275,944;42,584;0,131;3,407;201,811;;6,073;162,411;5,628;9,109;;;1,703;7,406;4,295;2,592;0,021;0,151;325,934;5,787;1481,8;319,046;275,944;2,518;4,295;7,406;151,377;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,399;15,051;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;0,03;1956;#REF!;1;0,28;0,15
North Africa International Bank - NAIB/2010;38;2010;North Africa International Bank - NAIB;255;0;CB;0;0,722;0,547;0,246;255,275;30,949;0,108;2,934;198,547;;16,697;137,977;6,916;8,942;;;1,747;10,06;4,681;2,934;-0,008;-0,069;287,76;5,662;1226,8;280,774;255,275;1,677;4,681;10,06;233,967;1,43;1;0,03;4193,55;8,341;0,019;0,63;0,044;0,046;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,399;9,844;0,07;0,38;French;0;1;6,22;3;;58,9;50;44;74,4;78,5;80,2;67,4;76,5;53,5;35;30;0,084;1956;#REF!;1;0,28;0,15
Société Tunisienne de Banque/2005;38;2005;Société Tunisienne de Banque;256;1;CB;0;0,931;0,931;0,286;9,711;166,868;0,87;2,775;110,757;;3,931;110,757;0,385;8,71;;108;;-0,077;2,466;2,466;0,038;0,044;191,84;5,257;392,2;183,054;14,182;0,617;2,466;-0,077;461,835;1,3;1;0,04;3218,96;8,077;0,03;0,562;0,02;0,037;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,31;0,26;0,43;0,3;0,25;0,45;0,31;0,29;0,4;0,399;67,644;0,07;0,38;French;0;1;6,02;3;;55,4;50;49;70,9;76,8;70;62,7;84,7;30,2;30;30;0,035;1956;#REF!;1;0,23;0,13
Société Tunisienne de Banque/2006;38;2006;Société Tunisienne de Banque;256;1;CB;0;0,828;0,828;0,596;2450,067;364,381;0,101;70,848;2767,266;;47,783;2767,266;32,832;89,179;;;36,288;75,656;98,195;61,907;0,005;0,054;3613,606;8,192;6597,4;3143,893;2932,251;104,281;98,195;75,656;376,627;1,33;1;0,057;3394,31;8,13;0,046;0,555;0,045;0,034;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,25;0,43;0,31;0,23;0,46;0,32;0,28;0,4;0,399;7,905;0,07;0,38;French;0;1;6,36;3;;57,5;50;50;73,3;77,8;80,3;61,7;83,5;38,6;30;30;0,017;1956;#REF!;1;0,23;0,13
Société Tunisienne de Banque/2007;38;2007;Société Tunisienne de Banque;256;1;CB;0;0,802;0,802;0,507;2902,545;390,835;0,097;76,091;2978,948;;63,839;2978,948;32,934;113,707;;;37,85;79,603;98,021;60,171;0,007;0,072;4051,638;8,307;7225,3;3529,224;3289,244;117,453;98,021;79,603;550,275;1,28;1;0,063;3807,68;8,245;0,052;0,55;0,034;0,026;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,34;0,26;0,4;0,31;0,24;0,46;0,33;0,29;0,38;0,399;7,72;0,07;0,38;French;0;1;6,35;3;;60,3;50;49;73,3;78,5;78,9;61;80,1;71,8;30;30;0,021;1956;#REF!;1;0,23;0,15
Société Tunisienne de Banque/2008;38;2008;Société Tunisienne de Banque;256;1;CB;0;0,904;0,904;0,506;3317,395;409,693;0,087;76,777;3596,746;;65,171;3596,746;37,009;123,2;;;36,116;83,594;104,615;68,499;0,005;0,051;4702,706;8,456;5986,3;4010,415;3684,154;128,962;104,615;83,188;413,67;1,23;1;0,045;4345,07;8,377;0,035;0,559;0,049;0,061;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,32;0,27;0,41;0,29;0,24;0,46;0,33;0,3;0,37;0,393;6,842;0,07;0,38;French;0;1;6,28;3;;60,1;50;46;76,4;77,1;80,1;62,3;77,6;71,8;30;30;0,018;1956;#REF!;1;0,23;0,15
Société Tunisienne de Banque/2009;38;2009;Société Tunisienne de Banque;256;1;CB;0;0,898;0,898;0,507;3306,66;369,628;0,084;73,837;3501,435;;49,916;3501,435;37,992;121,383;;;42,436;92,796;108,496;66,061;0,005;0,064;4428,505;8,396;6637,1;3898,317;3632,223;114,347;108,496;90,796;396,882;1,35;1;0,031;4168,94;8,335;0,02;0,589;0,035;0,031;5,125;7,222;9,168;5;7;5,625;3,125;0;3,75;5,113;5,167;7,143;9,465;4,167;6,111;7,083;4,167;0;2,857;5,129;0,33;0,29;0,39;0,32;0,24;0,44;0,33;0,3;0,36;0,393;6,628;0,07;0,38;French;0;1;6,26;3;;58;50;42;76,5;78,3;81,6;60,1;78,4;53;30;30;0,014;1956;#REF!;1;0,28;0,15
